 2, 2, 5, 2, 3, 6, 6, 2, 5, 4, 5, 2, 3, 3, 2, 6, 4, 3, 3, 5, 2, 2, , 4, 6, 3, 4, 4, 4, 3, 7, 5, 3, 2, 6, 5, 6, 4, 1, 3, 5, 6, 4, 5, 4, 5, 4, 2, 3, 5, 4, 3, 5, 4, 6, 5, 4, 3, 5, 5, 4, 5, 6, 3, 5, 6, 5, 3, 7, 2, 7, 10, 6, 5, 2, , 6, 4, 4, 6, 6, 3, 9, 5, 4, 3, 4, 4, 3, 8
 , 2, 5, 4, 3, 5, 5, 2, 3, 6, 5, 5, 6, 2, 5, 2, 2, 6, 3, 2, 2, 3, 6, 5, 5, 5, 6, 0, 4, 4, 5, 3, 6, 3, 6, 7, 6, 3, 2, 5, 4, 7, 4, 6, 4, 7, 3, 2, 5, 5, 3, 4, 5, 2, 4, 3, 4, 4, 7, 5, 6, 4, 7, 3, 5, 4, 3, 2, 4, 3, 7, 3, 6, 7, 4, , 2, 4, 3, 5, 4, 3, 5, 4, 5, 5, 4, 4, , 2
 1, 4, 3, 3, 2, 5, 4, 2, 6, 5, 5, 4, 5, 3, 2, 3, 2, 5, 5, 5, 2, 3, 5, 5, 6, 5, 5, 4, 5, 5, 5, 3, 4, 7, 8, 2, 3, 6, 2, 2, , 4, 4, 5, 2, 3, 4, 7, 2, 8, 5, 4, 7, 6, 2, 6, 2, 3, 7, 5, 2, 5, 3, 3, 5, 3, 3, 2, 4, 5, 4, 3, 5, 3, 4, , 5, 3, 5, 4, 4, 3, 7, 4, 3, 4, 4, 3, 3, 7
 2, 3, 3, 2, 2, 3, 3, 2, 3, 4, 5, 4, 5, 4, 6, 5, 7, 4, 1, 6, 3, 4, 3, 5, 5, 1, 6, 2, 3, 4, 4, 4, 3, 4, 3, 2, 2, 4, 5, 2, 3, 6, 5, 3, 4, 3, 4, 3, 5, 6, 4, 5, 7, 1, 6, 5, 4, 6, 5, 3, 1, 5, 4, 8, 5, 6, 7, 2, 4, 6, 4, 5, 11, 6, 5, , 3, 5, 3, 5, 2, 3, 4, 4, 4, 3, 5, 5, 3, 4
 2, 4, 1, 3, 2, 4, 1, 2, , 4, 2, 3, 5, 5, 3, 2, 7, 3, 1, 3, 3, 2, 3, 5, 5, 2, 6, 6, 2, 3, 3, 4, 4, 3, 5, 2, 5, 5, 13, 3, 7, 3, 4, 7, 4, 5, 3, 3, 6, 4, 5, 3, 2, 2, 3, 5, 5, 3, 7, 3, 4, 6, 4, 8, 5, 9, 7, 3, 4, 4, 3, 6, 6, 8, 3, , 2, 4, 7, 6, 4, 3, 4, 4, 5, 3, 4, 6, 3, 3
 2, 2, 4, 3, 2, 3, 3, 3, 5, 5, 3, 3, 3, 4, 2, 2, 6, 4, 2, 5, 6, 2, 5, 3, 2, 2, 4, 4, 5, 2, 3, 5, 4, 5, 4, 2, 6, 4, 8, 3, 7, 7, 3, 7, 2, 3, 3, 3, 6, 6, 4, 8, 6, 2, 3, 4, 3, 6, 7, 3, 3, 4, 2, 4, 5, 9, 3, 3, 3, 5, 4, 5, 5, 4, 3, , 2, 4, 4, 6, 5, 1, 7, 3, 3, 5, 3, 5, 1, 2
 1, 3, 3, 4, 2, 5, 5, 2, 4, 7, 4, 5, 4, 5, 7, 3, 5, 3, 3, 4, 5, 1, 8, 5, 4, 2, 1, 6, 4, 5, 6, , 1, 5, 3, 8, 5, 2, 8, 3, 4, 3, 2, 2, 2, 3, 3, 2, 7, 5, 4, 6, 6, 2, 5, 4, 2, 7, 7, X, 2, 5, 5, 5, 2, 4, 3, 3, 9, 4, 7, 5, 6, 4, 8, , 7, 4, 4, 3, 6, 4, 4, 7, 5, 4, 4, 5, 1, 3
 1, 2, 3, 4, 2, 3, 3, 4, 2, 3, 5, 2, 6, 6, 2, 4, 5, 6, 3, 7, 4, 4, 2, 4, 5, 1, 6, 6, 6, 4, 4, 3, 4, 5, 3, 10, 3, 4, 8, 5, 4, 4, 4, 3, 4, 5, 3, 2, 3, 3, 5, 4, 5, 4, 2, 3, 4, 3, 6, 5, 2, 5, 3, 5, 2, 4, 4, 1, 6, 7, 3, 3, 5, 6, 4, , 3, 1, 6, 6, 4, 4, 2, 4, 3, 4, 4, 5, 3, 2
 2, 6, 7, 3, 1, 5, 6, 2, 5, 2, 2, 4, 4, 4, 2, 3, 7, 4, 3, 3, 2, 3, 5, 5, 5, 3, 3, 5, 3, 8, 7, 4, 3, 4, 5, 4, 7, 1, 1, 2, 5, 3, 5, 6, 3, 4, 4, 7, 2, 6, 5, 10, 5, 4, 5, 2, 5, 8, 3, 3, 2, 6, 3, 5, 4, 4, 4, 1, 3, 4, 4, 3, 6, 3, 5, , 5, 1, 6, 5, 5, 2, 5, 7, 3, 4, 6, 5, 3, 4
 1, 2, 5, 3, 3, 5, 6, 4, 4, 2, 4, 3, 5, 3, 4, 4, 4, 5, 3, 2, 7, 6, 4, 4, 4, 4, 3, 4, 2, 7, 4, 3, 3, 5, 7, 2, 1, 2, 1, 3, 5, 3, 3, 5, 3, 4, 3, 3, 3, 5, 5, 5, 5, 3, 2, 4, 7, 1, 0, 1, 4, 5, X, 3, 8, 3, 6, 3, 3, 4, 5, 4, 4, 6, 3, , 5, 4, 3, 2, 5, 3, 5, 5, 6, 4, 4, 8, 1, 2
 1, 2, 9, 2, 2, 3, 5, 5, 7, 4, 3, 2, 3, 6, 2, 2, 6, 6, 1, 2, 5, 2, 4, 4, 4, 3, 2, 3, 6, 1, 4, 4, 4, 0, 3, 4, 9, 4, 5, 1, 3, 4, 3, 5, 5, 4, 2, 2, 2, 5, 5, 6, 5, 3, 2, 6, 5, 4, 4, 4, 2, 3, 6, 6, 2, 5, 5, 3, 3, 4, 3, 5, 8, 3, 2, , 1, 4, 5, 5, 6, 1, 2, 5, 3, 5, 6, 8, 1, 6
 2, 2, 5, 2, 2, 5, 3, 2, , 5, 2, 3, 3, 6, 4, 2, 6, 4, 1, 2, 6, 3, 1, 5, 5, 3, 3, 4, 4, 3, 3, 6, 0, 4, 4, 4, 3, 4, 6, 2, 6, 4, 3, 2, 5, 4, 2, 4, 5, 7, 6, 4, 6, 2, 6, 8, 4, 5, 3, 4, 2, 5, 6, 6, 1, 4, 4, 3, 3, 3, 7, 5, 7, 3, 5, , 6, 7, 5, 5, 5, 2, 2, 2, 2, 6, 6, 3, 2, 2
 2, 2, 4, 2, 2, 5, 3, 6, 7, 3, 6, 2, 4, 3, 6, 1, 5, 6, 2, 4, 4, 2, 5, 5, 2, 3, 2, 4, 7, 2, 4, 3, 0, 5, 1, 3, 6, 4, 3, 4, 6, 4, 4, 6, 3, 5, 4, 3, 5, 4, 4, 4, 6, 3, 6, 6, 4, 3, 0, 4, 5, 2, 4, 5, 3, 3, 8, 3, 4, 3, 3, 5, 5, 3, 1, , 5, 7, 4, 7, 3, 3, 6, 2, 6, 6, 6, 4, 4, 1
 1, 2, 2, 2, 2, 3, 4, 6, 3, 5, 1, 5, 6, 2, 4, 3, 5, 3, 2, 4, 4, 4, 5, 1, 3, 3, 11, 6, 2, 4, 3, 4, 7, 8, 4, 1, 6, 3, 4, 5, 8, 4, 7, 2, 4, 3, 1, 3, 6, 5, 5, 3, 5, 3, 5, 3, 4, 5, 6, 5, 3, 2, 5, 3, 3, 4, 4, 4, 2, 4, 4, 3, 6, 3, 1, , 6, 2, 6, 5, 5, 3, 6, 3, 4, 2, 4, 3, 2, 
